SalePrice,Garage Cars,Gr Liv Area,Overall Qual,Year Built,Lot Area
275000,2.0,1646,8,2004,3842
300000,3.0,2032,7,1996,23730
271000,3.0,1689,8,2002,13265
213000,3.0,1820,7,1996,11050
171000,1.0,1118,6,1977,9880
171500,2.0,1279,6,1977,10125
100000,2.0,1872,5,1976,10260
228500,2.0,1689,4,1991,9990
228950,2.0,1786,5,1965,164660
241500,2.0,1501,7,1986,4084
287000,2.0,2898,8,1976,15498
294000,3.0,1537,8,2006,11563
293077,3.0,1646,8,2007,9520
264966,2.0,1780,8,2007,12852
172500,2.0,1442,5,2006,9802
218689,3.0,1612,7,2008,12018
150000,2.0,1495,6,1989,12890
184000,2.0,1651,6,1986,12416
180000,2.0,1256,6,1986,18265
175000,2.0,1509,6,1988,10200
232500,2.0,1440,8,2003,11202
195000,2.0,1675,6,1999,7915
305000,3.0,2262,8,2003,12244
298751,2.0,1728,8,2007,11449
370000,3.0,1964,8,2005,11447
209200,4.0,1344,7,1997,8940
206300,4.0,1344,7,1997,7060
146000,0.0,1092,5,2007,9278
160500,2.0,1189,6,1997,4500
173000,3.0,1200,4,1964,14137
124000,2.0,1040,5,1975,4224
115000,1.0,1304,5,1976,2665
129500,1.0,1475,5,1976,2665
105000,1.0,988,4,1973,1974
94900,1.0,988,4,1973,1596
152500,1.0,1160,5,1968,17979
98000,0.0,1092,6,1970,1477
81000,0.0,630,4,1972,1890
113000,2.0,988,5,1954,21750
128500,1.0,816,5,1983,6490
119500,1.0,923,5,1984,6951
130500,1.0,816,5,1982,6600
138000,2.0,816,5,1982,6600
134500,1.0,845,5,1982,6600
160000,1.0,1750,6,1940,12508
137500,2.0,889,5,1984,12395
172000,2.0,1968,5,1969,11075
103000,1.0,1836,5,1900,56600
167300,2.0,1587,6,1971,10667
167000,2.0,1277,7,1970,10628
244000,2.0,2223,7,1973,13651
268000,2.0,2217,8,1970,15865
225000,2.0,1733,7,2003,12394
168000,2.0,1572,6,1995,10364
177000,2.0,1470,6,1997,13869
169000,2.0,1600,6,1997,8773
161500,2.0,1384,6,1997,8872
251000,2.0,1652,8,2000,5330
160000,2.0,1694,6,1994,10147
180000,2.0,1714,6,1999,8637
178750,2.0,1553,7,1996,7875
176000,2.0,1253,7,1995,7875
204000,2.0,2299,6,1999,7500
160000,2.0,1187,7,1992,9556
160000,2.0,1472,7,1991,10784
163900,2.0,1482,7,1992,9125
168000,2.0,1642,6,1993,7655
154204,2.0,1128,6,1964,18160
170000,2.0,1088,8,1986,3696
207500,2.0,2090,7,1984,5062
182000,2.0,1179,8,1988,4740
212000,2.0,1321,8,1990,5118
377426,3.0,1922,9,2005,14157
349265,3.0,2541,8,2005,12328
591587,3.0,2338,9,2006,51974
155000,3.0,1424,5,1969,41600
319900,2.0,1612,9,2006,8035
392000,2.0,1419,8,2007,8089
441929,2.0,2234,8,2006,14082
455000,3.0,2042,10,2006,13870
182900,2.0,1440,6,1981,12546
174000,2.0,1284,6,1984,10960
178000,2.0,1868,6,1984,12090
176000,2.0,1479,7,1981,12090
213000,2.0,1664,7,1978,12299
192000,2.0,1930,7,1979,11339
190000,2.0,1969,7,1977,11952
195000,2.0,2030,6,1976,12046
148000,2.0,1032,6,1978,10395
151500,2.0,1177,6,1984,11850
197000,2.0,1725,7,1979,11584
192350,2.0,1353,6,1979,10400
152000,2.0,1620,5,1969,10793
170000,2.0,1220,6,1971,13001
175000,2.0,1484,5,1971,12243
175000,2.0,1743,6,1968,11700
197900,2.0,1935,7,1976,12384
174000,2.0,1324,7,1976,8991
178900,2.0,1877,6,1974,8000
139000,1.0,1109,5,1971,10500
143250,2.0,981,6,1971,10530
184000,2.0,1479,7,1972,7472
155000,2.0,1422,5,1970,9457
133000,1.0,914,5,1970,7920
119500,1.0,950,5,1971,9758
123000,4.0,872,4,1971,8294
110000,1.0,858,4,1971,7340
128000,1.0,914,4,1961,17199
120500,2.0,864,4,1971,9000
133000,1.0,767,7,1998,4058
155000,2.0,1337,6,2001,4113
177000,2.0,1337,6,1997,10943
113500,1.0,1092,6,1973,2205
113000,1.0,1218,6,1973,1890
113700,1.0,1218,6,1973,2058
106000,2.0,1302,5,1970,2016
122500,2.0,1365,5,1971,1920
128000,2.0,958,6,1976,4928
155000,2.0,1548,6,1976,2308
142500,1.0,1055,7,1978,2304
129250,1.0,988,5,1966,7150
356000,3.0,1816,9,2006,12469
314813,3.0,1828,9,2007,11694
318000,3.0,1694,8,2007,12030
322400,3.0,1694,8,2006,11825
318000,3.0,1734,8,2007,12085
345474,3.0,2122,8,2007,14333
415298,3.0,2121,9,2006,14450
492000,3.0,2656,9,2007,13641
338931,3.0,2550,8,2006,13440
450000,3.0,2046,10,2005,15431
280000,3.0,2172,7,2006,14154
479069,3.0,2552,9,2007,13891
395000,3.0,1973,8,2006,14226
380000,3.0,2643,9,2006,13693
250000,3.0,1634,8,2006,11428
440000,3.0,1976,8,2006,14977
418000,3.0,2758,9,2005,13654
500067,3.0,2290,10,2007,17169
260116,2.0,2152,8,2007,16659
317000,3.0,2473,8,2004,9591
319500,3.0,2100,8,2007,9709
325624,3.0,2161,8,2007,10562
372000,3.0,1802,9,2006,13615
342000,3.0,2956,8,2004,13069
354000,3.0,2468,8,2004,12099
350000,3.0,2385,8,2003,14277
285000,3.0,2374,8,2003,11999
281500,3.0,1818,8,2007,12568
245700,3.0,1614,7,2005,9926
232698,2.0,1721,8,2005,9254
250000,3.0,1828,8,2006,10732
194700,2.0,1362,6,2005,7577
204000,2.0,1302,6,2005,3901
200000,2.0,1302,6,2005,3903
207000,2.0,1362,6,2005,6289
209500,2.0,1554,8,2006,4590
209500,2.0,1554,8,2006,4590
202500,2.0,1370,8,2006,6442
280000,2.0,1577,9,2005,7841
277500,2.0,1561,9,2005,7313
318061,2.0,1869,9,2007,7820
221370,2.0,1324,8,2006,6240
200000,2.0,1405,7,2003,3242
181755,2.0,1496,6,2007,15810
176000,2.0,1536,6,2005,10237
178900,2.0,1484,6,2005,10237
168165,2.0,1458,7,2006,13204
171925,2.0,1495,6,2006,8857
198444,3.0,1746,6,2006,9729
203000,2.0,1326,6,2005,12216
179540,2.0,1456,7,2007,9018
176485,2.0,1302,7,2007,8993
181134,2.0,1340,7,2007,8899
156932,2.0,1412,6,2006,8499
166000,2.0,1504,6,2007,8229
177594,2.0,1456,7,2007,7713
173500,2.0,1258,7,2007,7697
172500,3.0,1258,7,2006,3922
194201,3.0,1402,7,2006,3922
226500,3.0,1589,8,2003,3621
185485,2.0,1266,7,2007,3710
259000,3.0,1530,7,2004,14572
188500,2.0,1119,7,2004,16219
175000,2.0,1374,7,2004,11084
215000,2.0,1959,7,2004,11796
206580,2.0,1525,7,2006,10936
183500,2.0,1720,7,2004,8244
165500,2.0,1394,7,2003,11950
211000,2.0,1948,7,2003,7875
181000,2.0,1690,6,2000,8063
219500,2.0,1995,7,2002,8740
175000,2.0,1647,6,1999,7917
170000,2.0,1430,7,2000,9967
162000,2.0,1320,7,2003,7750
187000,2.0,1690,6,2000,9487
185000,2.0,1644,6,1999,9649
745000,3.0,4476,10,1996,15623
384500,3.0,2551,8,1997,12191
248000,3.0,2285,8,2000,11000
466500,3.0,2633,10,2001,11400
410000,3.0,3078,9,1998,10557
322500,3.0,2582,8,1998,11002
252000,3.0,2385,7,1998,10790
755000,3.0,4316,10,1994,21535
269790,2.0,2013,7,1996,9920
315750,3.0,2398,7,1996,11787
290000,3.0,2520,7,1995,9950
290000,3.0,2531,8,1995,12257
430000,2.0,3228,8,1992,12692
263000,2.0,2202,8,1992,11762
330000,3.0,2538,8,1996,9044
213133,2.0,1369,7,2007,9910
260261,3.0,1542,8,2007,11830
320000,3.0,1905,9,2006,11670
282922,3.0,1464,8,2007,15256
215000,2.0,1534,8,2006,10612
419005,3.0,1966,10,2007,12291
255000,3.0,1636,8,2006,13501
147000,3.0,1795,8,2006,9986
235876,2.0,1528,7,2007,9965
311872,3.0,1726,7,2007,9416
248328,3.0,1689,7,2007,9849
227000,3.0,1588,8,2006,10000
260000,2.0,1538,8,2005,8847
225000,2.0,1496,8,2007,9158
249000,2.0,1506,7,2005,8251
307000,2.0,1694,8,2004,10084
250000,3.0,1977,7,2006,9605
221300,3.0,1830,8,2006,8778
208900,2.0,1338,8,2007,8640
210400,2.0,1335,7,2006,9000
255000,2.0,1792,8,2007,8640
212109,2.0,1588,5,2007,10411
270000,3.0,1959,8,2006,9000
303477,2.0,2610,8,2007,9000
310013,3.0,1880,8,2007,12217
249700,3.0,1656,8,2006,11096
227875,2.0,1761,7,2007,10207
261329,2.0,1584,8,2007,10440
253000,3.0,1685,8,2006,11824
265000,3.0,2443,6,2004,10625
340000,2.0,2466,8,2004,11143
146000,0.0,1100,6,2006,7500
147000,0.0,1143,7,2006,7500
149000,2.0,1094,5,2003,12450
181000,2.0,1486,7,2006,7441
201000,2.0,1721,6,1994,8462
191750,2.0,1820,6,1993,11613
179000,2.0,1349,7,2000,8450
215000,2.0,1494,7,1998,16196
179200,2.0,1575,6,1992,8012
128000,1.0,1266,6,1980,8012
144000,2.0,884,5,1983,9180
144000,2.0,2020,5,1977,8400
120750,1.0,894,5,1977,6285
132500,2.0,970,5,1963,8480
132000,2.0,1057,5,1962,7420
132500,1.0,999,5,1962,7758
129000,2.0,1120,4,1961,6970
143900,1.0,1696,5,1962,13673
145000,2.0,1040,5,1968,7476
128500,2.0,988,5,1961,9945
125500,1.0,902,5,1967,6173
300000,2.0,2503,7,1990,19522
294000,2.0,2167,7,1974,17542
129000,2.0,1037,5,1974,10751
171000,2.0,1701,5,1975,16647
147000,2.0,1055,6,1973,12712
302000,2.0,2810,8,1990,9572
285000,2.0,2872,8,1992,10678
214000,2.0,1378,8,2004,4379
166000,2.0,1151,8,2006,3523
193800,2.0,1565,8,2006,3784
208900,2.0,1352,7,2006,4230
194000,2.0,1352,7,2006,3606
207500,2.0,1550,8,2006,5330
199900,2.0,1241,7,2006,4274
164700,2.0,1250,7,2006,4251
176500,2.0,1501,6,1999,2280
176000,2.0,1458,6,1999,3230
168500,2.0,1512,6,2000,2117
177000,2.0,1573,6,2000,2117
177000,2.0,1525,6,2000,2117
148800,2.0,1102,7,2004,5105
174000,2.0,1441,8,1999,2645
239000,2.0,1950,7,1997,7399
204000,2.0,1358,7,1999,7321
301000,2.0,2048,8,2003,8010
312500,2.0,2362,8,1998,8413
279700,2.0,1494,8,1994,9466
255000,2.0,2362,7,1980,12000
194000,2.0,1432,5,1978,16157
218000,2.0,1437,5,1976,10768
213750,2.0,1295,8,1978,3840
187000,2.0,1855,6,1976,9600
181500,2.0,1262,6,1976,9600
373000,2.0,2497,8,1981,17778
190000,2.0,2620,5,1977,18890
226000,2.0,1929,7,2001,7050
143450,2.0,1152,6,1968,11700
240050,2.0,2411,6,1970,8000
162500,2.0,1082,6,1969,8723
164000,2.0,1295,6,1968,11700
185000,2.0,1610,7,1972,11358
188500,2.0,1594,7,1993,9547
255000,2.0,2075,7,1993,10530
136905,2.0,1680,5,1976,11500
158500,2.0,1093,6,1966,10738
175500,2.0,1242,7,1973,9600
127000,1.0,1052,6,1963,10800
127000,1.0,1107,5,1967,8050
143000,1.0,1214,5,1967,10355
156000,2.0,1073,5,1965,10289
144000,1.0,1344,5,1958,9503
119000,1.0,1728,5,1964,10624
103000,3.0,1224,4,1964,10899
139900,1.0,1422,5,1960,12342
151500,1.0,958,6,1960,12772
126500,2.0,1065,5,1960,8892
145000,1.0,1138,6,1958,10482
120000,1.0,912,5,1958,7535
124000,2.0,1074,5,1956,7450
106500,1.0,882,5,1959,8339
140500,2.0,1187,5,1961,14357
137500,2.0,964,5,1961,8243
117600,1.0,894,5,1960,8680
163500,2.0,1200,7,1966,8800
161000,2.0,1042,6,1965,9200
158000,1.0,1302,6,1964,9350
224500,2.0,2154,6,1964,8800
147000,1.0,1374,6,1964,11382
200000,2.0,1652,6,1959,22002
181900,2.0,1429,6,1960,14585
150750,2.0,1327,5,1959,7388
101800,2.0,1224,4,1962,9842
124000,1.0,932,6,1950,8280
138500,2.0,908,5,1940,12172
39300,0.0,334,1,1946,5000
64500,0.0,666,3,1946,5000
64000,0.0,670,3,1945,3500
112000,1.0,808,5,1958,5175
165000,2.0,1977,6,1964,9500
144000,1.0,1150,5,1955,9600
137000,2.0,1920,5,1948,11345
105000,1.0,1376,5,1941,9492
146500,1.0,1644,5,1942,9480
126000,3.0,1560,5,1968,8668
175000,2.0,1280,5,1966,10050
158500,2.0,1254,6,1961,9600
114500,1.0,912,5,1958,10150
144000,1.0,1524,5,1958,11344
129000,2.0,2380,6,1965,18450
141000,1.0,936,6,1957,8760
131000,1.0,1008,5,1956,6860
142100,2.0,1053,5,1963,8250
139000,1.0,1056,5,1958,8176
157900,1.0,1442,6,1958,9750
139400,1.0,1056,5,1954,9250
150000,1.0,1244,6,1957,11988
120000,1.0,1144,5,1960,9100
174850,2.0,1721,6,1957,9736
116000,1.0,922,5,1957,9770
135000,1.0,1048,5,1956,10152
163500,2.0,1657,6,1970,12155
130000,1.0,1411,5,1955,12198
129500,1.0,1216,5,1955,10050
142000,1.0,1154,5,1953,11556
128600,2.0,1560,5,1958,8078
125000,2.0,948,6,1952,10950
136000,1.0,1040,6,1953,7942
134500,1.0,1008,5,1953,8923
127000,1.0,925,5,1956,8540
130000,2.0,1360,5,1955,7134
115000,1.0,1540,4,1955,7150
116900,1.0,925,5,1955,8400
132000,1.0,928,5,1956,13300
153000,1.0,1647,4,1953,9532
112500,1.0,924,5,1952,15783
138000,0.0,1544,4,1890,14190
135000,2.0,893,5,1949,9600
156000,1.0,1728,5,1953,12099
301600,3.0,3086,5,1935,21281
109000,1.0,1034,5,1940,10134
103200,0.0,882,4,1956,5500
128500,2.0,1281,4,1925,10284
64500,1.0,968,4,1927,10800
148000,0.0,1534,5,1895,10800
86000,1.0,691,5,1920,5400
172000,1.0,1651,7,1963,10090
120000,1.0,888,5,1961,8700
128500,1.0,952,6,1968,8300
135000,2.0,2080,5,1969,11606
122900,2.0,924,5,1949,8064
119200,1.0,1082,6,1948,11664
143000,1.0,1846,6,1949,10496
119000,1.0,988,5,1950,7200
102000,1.0,1238,5,1950,7200
129000,2.0,864,5,1950,7200
135000,1.0,1134,5,1960,7000
152000,1.0,1040,5,1959,7500
140000,1.0,1170,5,1958,7315
152000,1.0,1242,5,1960,7903
156500,1.0,1377,5,1960,8000
141000,0.0,1800,5,1961,8000
99000,1.0,925,5,1961,7000
187000,2.0,1851,6,1964,9760
169500,1.0,1812,5,1962,7590
125500,1.0,864,5,1962,6600
130000,1.0,936,5,1962,6760
103000,2.0,960,5,1926,6978
132000,2.0,1432,5,1910,9600
127500,2.0,1296,6,1927,6000
89500,1.0,1022,5,1922,4480
140000,2.0,936,5,1980,7200
99900,1.0,967,5,1920,3153
100000,1.0,1047,4,1885,10800
130000,2.0,1072,5,1940,7200
135000,2.0,1174,5,1900,9000
120000,1.0,1183,3,1948,6000
89471,2.0,1131,4,1937,5925
85000,1.0,1141,4,1900,5925
108500,1.0,960,4,1920,6000
137000,2.0,1798,4,1900,9639
110500,0.0,866,5,1945,3880
100000,2.0,968,5,1923,8520
184900,2.0,1772,8,1910,10337
145000,1.0,1642,6,1927,9863
125000,1.0,1472,5,1925,9600
114000,2.0,1232,5,1910,4571
90000,2.0,2337,5,1900,13600
144100,2.0,1650,6,1910,8398
117500,1.0,2210,6,1880,9900
124500,1.0,1358,5,1930,3600
185000,2.0,2454,7,1879,13500
133900,2.0,2291,6,1910,7200
152000,1.0,1616,6,1926,5400
153500,2.0,1559,5,1948,8100
159500,2.0,2554,7,1890,10800
87000,1.0,1248,5,1930,9439
104500,1.0,968,4,1956,8626
110000,1.0,1382,4,1949,11800
136500,1.0,1060,5,1925,6854
128250,1.0,1435,5,1950,8674
144000,2.0,1167,5,1920,8731
210000,2.0,1635,6,1923,8737
135000,1.0,1274,5,1939,6125
128000,1.0,1232,6,1939,6000
131000,2.0,1218,6,1941,6000
113000,1.0,884,5,1939,6120
126000,2.0,1409,6,1938,6240
132000,1.0,1322,5,1939,6240
131750,1.0,1426,5,1930,6240
132500,2.0,1281,5,1926,6120
137500,1.0,1513,5,1920,6120
132000,2.0,854,7,1929,6120
127500,1.0,1367,6,1931,6240
102000,1.0,986,6,1926,6180
200000,1.0,2264,6,1918,7755
180500,2.0,1824,6,1919,13515
165000,2.0,1376,6,1920,8850
90000,2.0,1316,5,1926,8550
153575,1.0,1396,6,1915,8730
140000,2.0,1344,7,1929,5700
136000,1.0,2526,6,1916,8520
113000,1.0,1173,5,1901,5680
117000,1.0,1214,5,1901,5680
169500,1.0,1818,7,1931,7758
139400,1.0,1108,7,1930,7449
202500,2.0,2294,6,1963,13200
127000,0.0,1355,6,1914,6882
141000,1.0,1375,6,1937,9000
212300,1.0,1952,7,1950,9780
161000,2.0,2180,6,1915,10320
99500,2.0,1315,4,1958,4330
101000,1.0,1111,5,1920,7200
109900,2.0,1196,4,1916,4800
128500,2.0,1382,5,1941,12358
122000,1.0,1889,7,1910,10120
87000,0.0,840,5,1930,4388
50000,1.0,1484,4,1910,10320
219000,2.0,2267,7,1937,12888
200500,0.0,3086,5,1946,18030
126000,1.0,1134,5,1940,8160
108500,1.0,1282,5,1942,4484
130000,1.0,999,5,1963,11235
158450,2.0,1452,5,1964,11235
115400,2.0,1005,4,1964,14299
118500,1.0,1029,4,1961,7943
165000,2.0,1020,5,1964,14149
123000,1.0,1040,5,1966,11677
129000,1.0,913,6,1966,8400
125000,1.0,894,5,1966,7094
108000,1.0,948,5,1968,8978
119900,2.0,868,5,1971,8425
115000,1.0,897,5,1968,8665
134500,2.0,943,5,1967,8398
127000,1.0,955,5,1966,7742
129000,2.0,894,5,1968,8724
143500,2.0,1285,6,1977,8197
129000,1.0,912,5,1966,8169
187000,1.0,1375,5,1956,14175
158000,2.0,2654,5,1920,16779
112000,2.0,1416,5,1918,25339
165250,1.0,1302,7,1940,6960
150000,2.0,1299,6,1954,11375
137000,1.0,1176,5,1958,13770
89500,2.0,998,4,1945,9000
302000,2.0,1824,7,1971,115149
182000,2.0,1522,6,1984,11075
211000,2.0,2060,6,1988,10029
216000,2.0,1325,5,1948,17541
130000,2.0,1630,5,1953,22692
109900,1.0,1242,4,1946,17808
255000,2.0,2422,6,1954,12671
243000,2.0,2158,6,1950,12615
154000,1.0,1626,6,1954,10512
118000,1.0,864,5,1958,5400
80000,1.0,943,4,1958,11515
150000,0.0,1440,4,1977,7711
86000,0.0,605,4,1920,9098
130000,1.0,1038,5,1984,3869
125000,1.0,1342,5,1951,9280
136500,1.0,1480,5,1951,11100
96000,1.0,1362,4,1920,7550
120000,1.0,1340,5,1957,9060
228500,2.0,1822,6,1984,23920
179900,2.0,1442,7,1990,10357
225000,3.0,2243,7,1990,13474
301000,2.0,2730,7,1986,10380
238000,3.0,2127,7,1991,13125
228500,2.0,1982,7,1989,11287
220000,2.0,1958,7,1994,9317
383970,3.0,2696,7,2007,9965
424870,3.0,2828,8,2006,9965
250000,3.0,1651,8,2007,9178
360000,3.0,2140,8,2006,10481
279500,3.0,1494,7,2006,10652
200141,2.0,1316,7,2007,11175
246500,3.0,1651,8,2007,10235
276000,3.0,2574,8,2007,9588
203000,2.0,1274,7,2005,8814
155835,2.0,1456,7,2006,11103
194000,3.0,1240,7,2006,8556
195400,2.0,1208,7,2007,6762
217000,3.0,1546,7,2005,11750
212999,2.0,1500,8,2006,8760
175900,2.0,1270,7,2005,7242
191000,2.0,1795,7,2005,9316
176432,2.0,1314,6,2006,9317
277000,2.0,2062,7,1988,14364
207000,2.0,1873,7,1988,8883
277000,2.0,2144,6,1958,159000
240000,2.0,1953,6,1992,53107
187500,2.0,2087,6,1966,12205
279000,2.0,1743,8,1976,20064
139500,2.0,1022,5,1994,14217
126000,1.0,990,5,1994,8775
177500,2.0,1200,6,1995,11249
175000,2.0,1308,6,1997,10021
211000,2.0,1796,6,1998,9531
146000,1.0,990,5,1994,8428
147900,1.0,1097,5,1996,16561
123600,0.0,990,4,1994,8070
204750,2.0,1786,6,1997,9337
235500,2.0,1873,7,1999,10820
217000,2.0,1753,7,1998,12352
190550,2.0,1690,7,2001,9543
217500,2.0,1842,7,2000,8826
226000,2.0,1479,7,2003,10665
180000,2.0,1668,7,2003,11317
131000,2.0,894,5,1974,11800
153500,2.0,1025,5,1976,8660
160000,2.0,1009,5,1977,9720
134900,2.0,1040,5,1977,8982
130000,1.0,907,5,1977,16300
120000,2.0,879,5,1975,9675
112500,2.0,882,5,1972,7700
122000,2.0,969,5,1975,10356
127000,2.0,864,5,1972,7200
117000,2.0,875,4,1972,7200
305900,3.0,2000,8,2004,10386
228500,2.0,2169,8,2002,9375
270000,2.0,1673,7,2000,11354
192000,2.0,1459,7,2002,8749
213000,2.0,1932,7,2003,8749
200000,2.0,1729,7,2002,8158
267000,2.0,2452,8,1998,16226
228000,2.0,1592,8,1994,11927
275000,2.0,2439,8,2001,12728
211000,2.0,1992,7,1996,15295
285000,3.0,1668,9,2002,11248
240000,2.0,2090,8,1995,10000
131500,2.0,848,6,2003,4435
246900,2.0,1341,8,1999,17227
219500,2.0,1928,7,2003,8200
185000,2.0,1337,7,2003,8450
179400,2.0,1476,7,2007,8145
213500,2.0,1797,7,2006,9245
179600,2.0,1422,7,2004,8500
173500,2.0,1190,7,2005,8769
167840,2.0,1330,6,2006,8334
168675,2.0,1491,7,2006,8333
167000,2.0,1536,5,2005,9045
140000,2.0,1214,5,1965,9170
118500,1.0,936,5,1967,9825
110000,2.0,1088,4,1963,8308
94750,1.0,960,4,1965,10921
122000,2.0,1351,5,1925,16287
110000,2.0,1179,6,1960,8240
118500,0.0,816,6,1990,11841
133500,2.0,1044,6,1976,6285
148000,1.0,1113,6,1976,7917
141000,2.0,2233,5,1979,9555
155000,2.0,1125,5,2006,8536
157000,2.0,1090,5,2005,7024
171500,2.0,1408,5,2005,7023
140000,2.0,1072,6,2005,3675
131750,1.0,960,5,1959,6400
61500,0.0,1152,4,1955,6882
111000,1.0,948,4,1954,10215
98500,0.0,1195,5,1946,8741
79000,0.0,774,3,1931,4270
108500,1.0,865,6,1920,10042
110000,2.0,894,4,1954,9450
112000,1.0,1346,4,1910,11767
125000,1.0,768,4,1955,8172
79275,2.0,864,4,1955,8172
119000,1.0,948,4,1954,8190
200000,0.0,3395,6,1914,10896
150000,0.0,2592,5,1923,10890
165000,1.0,1502,6,1923,10592
96500,1.0,789,5,1926,10594
136500,1.0,1422,5,1926,7223
146500,1.0,1298,6,1921,6821
175000,1.0,1768,5,1937,7200
148500,1.0,1098,7,1930,4000
141500,1.0,1436,6,1921,6720
189950,1.0,1426,7,1918,7642
135000,1.0,1461,6,1926,7155
164000,1.0,1646,7,1941,7128
90350,1.0,694,5,1913,4280
139000,2.0,1250,5,1910,5362
119750,1.0,954,5,1938,6305
145000,2.0,1958,6,1946,7136
145000,3.0,2002,5,1949,6270
238000,2.0,1718,7,1927,7230
153500,2.0,1226,5,1951,13108
239000,3.0,2624,6,1918,22420
359100,2.0,3194,8,1934,12168
188000,1.0,1755,4,1930,7810
220000,2.0,1991,6,1932,11275
140000,2.0,1355,5,1941,6221
315000,2.0,2727,8,1932,10570
259500,1.0,2320,6,1945,7259
257500,2.0,1839,6,1957,14442
219500,1.0,1740,7,1940,13125
217000,2.0,2259,6,1953,21000
201000,2.0,1560,6,1960,25485
215000,2.0,1488,6,1968,21579
123900,2.0,1045,6,1980,1782
170000,2.0,1680,4,1995,17871
200000,2.0,1020,8,1988,3907
198000,2.0,1696,7,1971,20693
200624,2.0,2515,6,1957,32668
315000,2.0,2726,8,1986,18044
115000,0.0,1517,5,1919,8500
141000,2.0,1215,6,1940,7000
87000,2.0,803,5,1941,5000
129850,0.0,1601,5,1925,7288
100000,1.0,1123,4,1939,6060
75200,1.0,816,5,1922,3672
118400,1.0,1012,6,1920,8263
67000,1.0,1077,5,1920,8967
152000,1.0,1558,5,1950,13710
68104,1.0,845,2,1939,11067
119600,0.0,1991,5,1895,8250
140000,2.0,1073,4,1957,6565
124900,1.0,1001,5,1930,6060
375000,2.0,1625,8,2006,5568
235000,2.0,1625,8,2006,4750
183500,2.0,1299,6,1979,12150
156000,2.0,912,6,1978,7540
134000,2.0,1080,6,1983,9187
215000,3.0,1392,5,2002,10000
245000,2.0,1409,7,2002,12864
210000,2.0,1478,7,1991,9928
148000,1.0,918,7,1975,8750
143000,2.0,1026,6,1974,8410
244000,2.0,1501,7,1987,4054
330000,1.0,1502,7,1998,9763
170000,1.0,1328,5,1959,16905
257000,2.0,2279,6,1958,19958
231713,2.0,1689,7,2006,8368
267300,2.0,1564,8,2006,8298
265900,2.0,1484,8,2006,9037
239000,3.0,1571,8,2007,10991
248900,3.0,1646,8,2006,10656
174000,2.0,1240,7,1985,10331
187500,2.0,1717,7,1990,13758
204000,2.0,1756,6,1996,9303
180500,2.0,1312,8,2001,6718
187500,2.0,1146,7,2003,9590
282000,3.0,1922,8,2002,11305
178000,2.0,1491,6,1996,7777
270000,3.0,1629,8,2002,14536
279900,2.0,2486,7,2003,11800
186700,3.0,1572,5,1963,35133
283463,3.0,1776,8,2006,15306
392000,3.0,1824,10,2006,12633
281213,3.0,2482,8,2005,12665
147000,0.0,1120,5,2007,8402
130000,4.0,2034,3,1953,43500
140000,2.0,936,6,1996,6710
132250,2.0,1040,4,1963,25286
143000,2.0,1632,5,1967,25000
168000,4.0,1622,4,1961,32463
129900,2.0,1060,5,1976,4224
134000,2.0,1142,5,1976,4224
85500,1.0,1092,4,1972,1504
106500,1.0,992,4,1970,1533
93900,0.0,1092,4,1970,1495
75000,1.0,1092,4,1970,2001
84500,0.0,630,4,1970,1936
75190,1.0,1092,4,1976,1890
146800,2.0,1062,6,1976,11333
153500,2.0,1008,5,1977,9129
188000,2.0,1356,6,1977,15957
196000,2.0,1676,5,1977,33983
157000,2.0,1432,5,1977,8286
138000,0.0,796,5,1971,6723
129500,2.0,768,5,1970,7244
80000,1.0,1608,4,1961,27697
129500,2.0,845,4,1982,7599
135000,2.0,1178,5,1976,11000
124500,1.0,816,5,1982,8314
139000,1.0,816,5,1983,11625
93500,0.0,974,5,1991,10712
124500,1.0,887,5,1984,10447
149900,2.0,1293,6,1954,11027
157500,1.0,1024,6,1956,10533
169000,3.0,1797,5,1957,11765
252000,2.0,1390,6,1957,39384
192100,2.0,1851,7,1969,11727
183500,2.0,1525,6,1997,8238
222000,2.0,2236,7,1997,13006
170000,2.0,1671,6,1995,13041
187500,2.0,1498,6,1995,13031
202000,2.0,1776,6,1996,9783
185000,2.0,1511,6,1997,11207
320000,2.0,2462,7,2005,19378
240000,3.0,1670,7,2006,14859
250000,2.0,2064,8,2005,13128
239900,3.0,1801,8,2005,10463
309000,3.0,2212,7,2005,13751
274725,2.0,2021,7,2006,23257
270000,2.0,2687,8,1994,13108
183500,2.0,1169,6,1993,8076
165600,2.0,1501,6,1993,7685
176500,2.0,1632,7,1998,9084
130000,2.0,1204,8,1987,3701
239000,2.0,1767,7,1987,5306
275000,2.0,1742,8,1985,6563
457347,3.0,2798,9,2005,16023
545224,3.0,3390,10,2006,18062
356383,3.0,2473,9,2006,12292
556581,3.0,2868,9,2005,16056
361919,3.0,2576,8,2006,12438
535000,3.0,2698,10,2006,16052
401179,3.0,2795,9,2005,15922
438780,3.0,2945,10,2006,13682
169000,2.0,2320,5,1948,14762
145000,2.0,1056,5,1955,34650
318000,2.0,1714,9,2005,8147
319000,3.0,1826,8,2005,11302
470000,3.0,2000,9,2005,18261
202500,2.0,1621,7,1984,14145
229000,3.0,2183,7,1988,13837
235000,2.0,2263,7,1977,16659
190000,2.0,1574,6,1976,18800
169000,2.0,1102,6,1980,10464
241500,2.0,1872,7,1988,10400
